Town,FIPS,Year,Age Range,Allegation Type,Report Status,Measure Type,Variable,Value
East Haven,0900922910,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,114
East Haven,0900922910,2013,0 to 8,Educational Neglect,Unsubstantiated,Number,Child Abuse and Neglect,2
East Haven,0900922910,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,63.8
East Haven,0900922910,2011,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,75
East Haven,0900922910,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Haven,0900922910,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Haven,0900922910,2008,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,74
East Haven,0900922910,2011,0 to 9,Physical Neglect,Pending,Number,Child Abuse and Neglect,22
East Haven,0900922910,2011,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,13.07
East Haven,0900922910,2013,9 to 17,Educational Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Haven,0900922910,2013,9 to 17,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,9
East Haven,0900922910,2011,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,34
East Haven,0900922910,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,153
East Haven,0900922910,2008,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,42
East Haven,0900922910,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,13
East Haven,0900922910,2009,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,10.38
East Haven,0900922910,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,155
East Haven,0900922910,2010,0 to 9,Medical Neglect,Total reports,Number,Child Abuse and Neglect,16
East Haven,0900922910,2010,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,55
East Haven,0900922910,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,47
East Haven,0900922910,2013,9 to 17,Medical Neglect,Pending,Number,Child Abuse and Neglect,0
East Haven,0900922910,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,25
East Haven,0900922910,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,35
East Haven,0900922910,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,201
East Haven,0900922910,2013,9 to 17,Medical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,0
East Haven,0900922910,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,3
East Haven,0900922910,2008,0 to 9,Sexual Abuse/Exploitation,Total reports,Number,Child Abuse and Neglect,12
East Haven,0900922910,2013,9 to 17,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,5
East Haven,0900922910,2013,0 to 8,Medical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Haven,0900922910,2008,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,27
East Haven,0900922910,2009,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,48
East Haven,0900922910,2010,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,39
East Haven,0900922910,2013,0 to 8,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
East Haven,0900922910,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,114
East Haven,0900922910,2008,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,44
East Haven,0900922910,2009,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,27
East Haven,0900922910,2009,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,20.75
East Haven,0900922910,2008,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,211
East Haven,0900922910,2013,0 to 8,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
East Haven,0900922910,2011,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,154
East Haven,0900922910,2013,0 to 8,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,5
East Haven,0900922910,2013,9 to 17,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,4
East Haven,0900922910,2009,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,22.29
East Haven,0900922910,2013,0 to 8,Moral Neglect,Unsubstantiated,Number,Child Abuse and Neglect,4
East Haven,0900922910,2011,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,67
East Haven,0900922910,2013,9 to 17,Educational Neglect,Pending,Number,Child Abuse and Neglect,0
East Haven,0900922910,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,239
East Haven,0900922910,2011,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,23.06
East Haven,0900922910,2013,0 to 8,Medical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,0
East Haven,0900922910,2010,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,41
East Haven,0900922910,2011,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,19.22
East Haven,0900922910,2010,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,27
East Haven,0900922910,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,13
East Haven,0900922910,2009,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,21
East Haven,0900922910,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
East Haven,0900922910,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,77.25
East Haven,0900922910,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,25
East Haven,0900922910,2010,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,28.44
East Haven,0900922910,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
East Haven,0900922910,2008,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,21.52
East Haven,0900922910,2008,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,18.06
East Haven,0900922910,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,60
East Haven,0900922910,2011,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,10
East Lyme,0901123400,2013,9 to 17,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2009,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,13.69
East Lyme,0901123400,2010,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,9.13
East Lyme,0901123400,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2010,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,14
East Lyme,0901123400,2013,9 to 17,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2010,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,31
East Lyme,0901123400,2008,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,42
East Lyme,0901123400,2008,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,56.71
East Lyme,0901123400,2011,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,30
East Lyme,0901123400,2010,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,80
East Lyme,0901123400,2009,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,20
East Lyme,0901123400,2009,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,30
East Lyme,0901123400,2009,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,58
East Lyme,0901123400,2011,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,7.82
East Lyme,0901123400,2011,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,14.99
East Lyme,0901123400,2013,9 to 17,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2012,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,22.82
East Lyme,0901123400,2013,0 to 8,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2009,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,17
East Lyme,0901123400,2010,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,14
East Lyme,0901123400,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2008,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,16.95
East Lyme,0901123400,2008,0 to 9,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,13
East Lyme,0901123400,2008,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,15.65
East Lyme,0901123400,2011,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,54
East Lyme,0901123400,2011,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,35.2
East Lyme,0901123400,2010,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,35.85
East Lyme,0901123400,2011,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,7.82
East Lyme,0901123400,2011,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,11
East Lyme,0901123400,2010,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,13.04
East Lyme,0901123400,2011,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,11.08
East Lyme,0901123400,2009,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,50.85
East Lyme,0901123400,2011,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,19.56
East Lyme,0901123400,2011,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,16
East Lyme,0901123400,2013,9 to 17,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2010,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,19
East Lyme,0901123400,2012,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,35
East Lyme,0901123400,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,2
East Lyme,0901123400,2013,9 to 17,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,1
East Lyme,0901123400,2008,0 to 9,Emotional Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,8.47
East Lyme,0901123400,2009,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,17
East Lyme,0901123400,2013,0 to 8,Educational Neglect,Unsubstantiated,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2013,0 to 8,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,7
East Lyme,0901123400,2010,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,9.13
East Lyme,0901123400,2013,0 to 8,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2009,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,13.04
East Lyme,0901123400,2010,0 to 9,Emotional Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,12.39
East Lyme,0901123400,2009,0 to 9,Physical Abuse,Total reports,Rate per 1000,Child Abuse and Neglect,11.08
East Lyme,0901123400,2013,9 to 17,Educational Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2013,9 to 17,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,7
East Lyme,0901123400,2013,9 to 17,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,2
East Lyme,0901123400,2013,9 to 17,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,2
East Lyme,0901123400,2008,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,41.07
East Lyme,0901123400,2010,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,55
East Lyme,0901123400,2011,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,17
East Lyme,0901123400,2013,9 to 17,Physical Neglect,Pending,Number,Child Abuse and Neglect,1
East Lyme,0901123400,2011,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,12
East Lyme,0901123400,2013,9 to 17,Educational Neglect,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2009,0 to 9,Physical Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,37.81
East Lyme,0901123400,2008,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,13
East Lyme,0901123400,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2013,0 to 8,Emotional Abuse/Maltreatment,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2008,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,24
East Lyme,0901123400,2009,0 to 9,Physical Abuse,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,11.08
East Lyme,0901123400,2013,0 to 8,Educational Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2013,0 to 8,Sexual Abuse/Exploitation,Unsubstantiated,Number,Child Abuse and Neglect,2
East Lyme,0901123400,2011,0 to 9,All,Substantiated unduplicated,Number,Child Abuse and Neglect,23
East Lyme,0901123400,2011,0 to 9,Physical Abuse,Total reports,Number,Child Abuse and Neglect,12
East Lyme,0901123400,2013,9 to 17,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,3
East Lyme,0901123400,2013,0 to 8,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2013,0 to 8,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2013,0 to 8,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2013,9 to 17,Emotional Abuse/Maltreatment,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2011,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,10.43
East Lyme,0901123400,2010,0 to 9,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,20
East Lyme,0901123400,2008,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,87
East Lyme,0901123400,2013,0 to 8,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2013,0 to 8,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,3
East Lyme,0901123400,2013,9 to 17,Educational Neglect,Unsubstantiated,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2009,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,9.13
East Lyme,0901123400,2013,0 to 8,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2013,0 to 8,Physical Neglect,Pending,Number,Child Abuse and Neglect,1
East Lyme,0901123400,2013,9 to 17,Sexual Abuse/Exploitation,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2008,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,8.47
East Lyme,0901123400,2009,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,21
East Lyme,0901123400,2011,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,16.3
East Lyme,0901123400,2011,0 to 9,Emotional Neglect,Unsubstantiated,Rate per 1000,Child Abuse and Neglect,7.17
East Lyme,0901123400,2013,0 to 8,All,Referred to Family Assessment Response,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2008,0 to 9,Emotional Neglect,Total reports,Number,Child Abuse and Neglect,26
East Lyme,0901123400,2013,9 to 17,Physical Abuse,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2011,0 to 9,All,Substantiated,Number,Child Abuse and Neglect,25
East Lyme,0901123400,2013,9 to 17,Emotional Neglect,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2009,0 to 9,Physical Neglect,Total reports,Number,Child Abuse and Neglect,78
East Lyme,0901123400,2013,0 to 8,Physical Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Lyme,0901123400,2013,0 to 8,Educational Neglect,Pending,Number,Child Abuse and Neglect,0
East Lyme,0901123400,2010,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,52.15
East Lyme,0901123400,2010,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,20.21
East Lyme,0901123400,2008,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,27.38
East Lyme,0901123400,2013,0 to 8,Emotional Abuse/Maltreatment,Unsubstantiated,Number,Child Abuse and Neglect,1
East Lyme,0901123400,2009,0 to 9,All,Substantiated,Rate per 1000,Child Abuse and Neglect,19.56
East Lyme,0901123400,2008,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,63
East Lyme,0901123400,2009,0 to 9,Emotional Neglect,Unsubstantiated,Number,Child Abuse and Neglect,14
East Windsor,0900324800,2009,0 to 9,Physical Neglect,Substantiated,Rate per 1000,Child Abuse and Neglect,27.26
East Windsor,0900324800,2013,0 to 8,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
East Windsor,0900324800,2013,0 to 8,All,Substantiated unduplicated,Number,Child Abuse and Neglect,-9999
East Windsor,0900324800,2012,0 to 9,All,Substantiated unduplicated,Rate per 1000,Child Abuse and Neglect,17.53
East Windsor,0900324800,2013,9 to 17,Physical Abuse,Substantiated,Number,Child Abuse and Neglect,-9999
East Windsor,0900324800,2009,0 to 9,Physical Neglect,Unsubstantiated,Number,Child Abuse and Neglect,84
East Windsor,0900324800,2011,0 to 9,Physical Neglect,Total reports,Rate per 1000,Child Abuse and Neglect,78.87
East Windsor,0900324800,2013,9 to 17,Emotional Neglect,Substantiated,Number,Child Abuse and Neglect,-9999
East Windsor,0900324800,2008,0 to 9,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,14
East Windsor,0900324800,2013,0 to 8,Physical Abuse,Unsubstantiated,Number,Child Abuse and Neglect,7
East Windsor,0900324800,2013,9 to 17,Sexual Abuse/Exploitation,Substantiated,Number,Child Abuse and Neglect,-9999
